entity_id,entity_type,canonical_name,original_name,source_doc_id,so_ky_hieu,method,confidence,evidence
ENT_0096,LinhVuc,Chứng khoán,Chứng khoán,f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,gemini,0.98,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
ENT_0097,CoQuan,Bộ Tài chính,Bộ Tài chính,30402,202/2012/TT-BTC,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
ENT_0098,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,30402,202/2012/TT-BTC,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
ENT_0099,LinhVuc,Quản lý dịch vụ tài chính và các quỹ tài chính,Quản lý dịch vụ tài chính và các quỹ tài chính,30402,202/2012/TT-BTC,metadata,1.0,Trích từ metadata.csv: linh_vuc='Quản lý dịch vụ tài chính và các quỹ tài chính'
ENT_0100,DoiTuongApDung,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam","Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",30402,202/2012/TT-BTC,gemini,0.95,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam."
ENT_0101,DoiTuongApDung,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam","Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",30402,202/2012/TT-BTC,gemini,0.95,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán)."
ENT_0102,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",30402,202/2012/TT-BTC,gemini,0.95,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
ENT_0103,LinhVuc,Kế toán - Kiểm toán,Kế toán - Kiểm toán,30402,202/2012/TT-BTC,gemini,0.95,"Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
ENT_0104,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173460,57/2024/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0105,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173460,57/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0106,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173460,57/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0107,DoiTuongApDung,Công ty tài chính tổng hợp,Công ty tài chính tổng hợp,173460,57/2024/TT-NHNN,gemini,0.95,1. Công ty tài chính tổng hợp.
ENT_0108,DoiTuongApDung,Công ty tài chính chuyên ngành,Công ty tài chính chuyên ngành,173460,57/2024/TT-NHNN,gemini,0.95,2. Công ty tài chính chuyên ngành.
ENT_0109,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng","Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",173460,57/2024/TT-NHNN,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_0110,LinhVuc,Ngân hàng,Ngân hàng,173460,57/2024/TT-NHNN,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
ENT_0111,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,27257,44/2011/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0112,NguoiKy,Trần Minh Tuấn,Trần Minh Tuấn,27257,44/2011/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Minh Tuấn', chuc_danh='Phó Thống đốc'"
ENT_0113,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,27257,44/2011/TT-NHNN,gemini,0.98,1. Tổ chức tín dụng;
ENT_0114,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,27257,44/2011/TT-NHNN,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài;
ENT_0115,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",27257,44/2011/TT-NHNN,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
ENT_0116,LinhVuc,Ngân hàng,Ngân hàng,27257,44/2011/TT-NHNN,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
ENT_0117,LinhVuc,Kế toán - Kiểm toán,Kế toán - Kiểm toán,27257,44/2011/TT-NHNN,gemini,0.92,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
ENT_0118,CoQuan,Bộ Tài chính,Bộ Tài chính,143217,66/2020/TT-BTC,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
ENT_0119,NguoiKy,Đỗ Hoàng Anh Tuấn,Đỗ Hoàng Anh Tuấn,143217,66/2020/TT-BTC,gemini,0.98,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Đỗ Hoàng Anh Tuấn"
ENT_0120,DoiTuongApDung,Các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,Các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,143217,66/2020/TT-BTC,gemini,0.95,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
ENT_0121,DoiTuongApDung,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,143217,66/2020/TT-BTC,gemini,0.9,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
ENT_0122,LinhVuc,Kế toán - Kiểm toán,Kế toán - Kiểm toán,143217,66/2020/TT-BTC,gemini,0.95,Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
ENT_0123,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168859,29/2024/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0124,NguoiKy,Đào Minh Tú,Đào Minh Tú,168859,29/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
ENT_0125,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168859,29/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0126,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168859,29/2024/TT-NHNN,gemini,0.98,1. Quỹ tín dụng nhân dân.
ENT_0127,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168859,29/2024/TT-NHNN,gemini,0.98,2. Ngân hàng hợp tác xã.
ENT_0128,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân","Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",168859,29/2024/TT-NHNN,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
ENT_0129,LinhVuc,Ngân hàng,Ngân hàng,168859,29/2024/TT-NHNN,gemini,0.9,Thông tư quy định về quỹ tín dụng nhân dân.
ENT_0130,CoQuan,Bộ Tài chính,Bộ Tài chính,150974,08/2021/TT-BTC,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
ENT_0131,NguoiKy,Tạ Anh Tuấn,Tạ Anh Tuấn,150974,08/2021/TT-BTC,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Tạ Anh Tuấn', chuc_danh='Thứ trưởng'"
ENT_0132,LinhVuc,Kế toán - Kiểm toán,"Kế toán, kiểm toán",150974,08/2021/TT-BTC,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Kế toán, kiểm toán'"
ENT_0133,DoiTuongApDung,Doanh nghiệp,doanh nghiệp,150974,08/2021/TT-BTC,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
ENT_0134,DoiTuongApDung,Cơ quan nhà nước,cơ quan nhà nước,150974,08/2021/TT-BTC,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
ENT_0135,DoiTuongApDung,Đơn vị sự nghiệp công lập,đơn vị sự nghiệp công lập,150974,08/2021/TT-BTC,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
ENT_0136,DoiTuongApDung,Tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,150974,08/2021/TT-BTC,gemini,0.95,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này.
ENT_0137,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,164719,22/2023/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0138,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,164719,22/2023/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc Ngân hàng Nhà nước Việt Nam'"
ENT_0139,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",164719,22/2023/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0140,DoiTuongApDung,Ngân hàng,Ngân hàng,164719,22/2023/TT-NHNN,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
ENT_0141,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,164719,22/2023/TT-NHNN,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
ENT_0142,LinhVuc,Ngân hàng,Ngân hàng,164719,22/2023/TT-NHNN,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
ENT_0143,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173695,56/2024/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0144,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173695,56/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0145,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173695,56/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0146,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,173695,56/2024/TT-NHNN,gemini,0.98,1. Ngân hàng thương mại.
ENT_0147,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,173695,56/2024/TT-NHNN,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài.
ENT_0148,DoiTuongApDung,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",173695,56/2024/TT-NHNN,gemini,0.98,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
ENT_0149,DoiTuongApDung,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",173695,56/2024/TT-NHNN,gemini,0.95,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
ENT_0150,LinhVuc,Ngân hàng,Ngân hàng,173695,56/2024/TT-NHNN,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài."
ENT_0151,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186482,69/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0152,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186482,69/2025/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0153,LinhVuc,"Thanh tra, giám sát ngân hàng",Cục An toàn hệ thống các tổ chức tín dụng,186482,69/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
ENT_0154,DoiTuongApDung,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,186482,69/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
ENT_0155,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,186482,69/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
ENT_0156,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,186482,69/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
ENT_0157,DoiTuongApDung,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,186482,69/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
ENT_0158,LinhVuc,Ngân hàng,Ngân hàng,186482,69/2025/TT-NHNN,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
ENT_0159,CoQuan,Bộ Tài chính,Bộ Tài chính,112924,105/2016/TT-BTC,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
ENT_0160,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,112924,105/2016/TT-BTC,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
ENT_0161,DoiTuongApDung,Tổ chức kinh doanh chứng khoán,Tổ chức kinh doanh chứng khoán,112924,105/2016/TT-BTC,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_0162,DoiTuongApDung,Quỹ đầu tư chứng khoán,Quỹ đầu tư chứng khoán,112924,105/2016/TT-BTC,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_0163,DoiTuongApDung,Công ty đầu tư chứng khoán,Công ty đầu tư chứng khoán,112924,105/2016/TT-BTC,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_0164,DoiTuongApDung,Doanh nghiệp kinh doanh bảo hiểm,Doanh nghiệp kinh doanh bảo hiểm,112924,105/2016/TT-BTC,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
ENT_0165,DoiTuongApDung,"Các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài","Các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",112924,105/2016/TT-BTC,gemini,0.92,"và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
ENT_0166,LinhVuc,Chứng khoán,Chứng khoán,112924,105/2016/TT-BTC,gemini,0.95,"THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG KHOÁN, QUỸ ĐẦU TƯ CHỨNG KHOÁN, CÔNG TY ĐẦU TƯ CHỨNG KHOÁN"
ENT_0167,LinhVuc,Bảo hiểm,Bảo hiểm,112924,105/2016/TT-BTC,gemini,0.95,VÀ DOANH NGHIỆP KINH DOANH BẢO HIỂM
ENT_0168,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,112924,105/2016/TT-BTC,gemini,0.9,Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài;
ENT_0169,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,174218,62/2024/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0170,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,174218,62/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0171,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",174218,62/2024/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
ENT_0172,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,174218,62/2024/TT-NHNN,gemini,0.95,a) Ngân hàng thương mại;
ENT_0173,DoiTuongApDung,Tổ chức tín dụng phi ngân hàng,Tổ chức tín dụng phi ngân hàng,174218,62/2024/TT-NHNN,gemini,0.95,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
ENT_0174,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",174218,62/2024/TT-NHNN,gemini,0.92,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
ENT_0175,LinhVuc,Ngân hàng,Ngân hàng,174218,62/2024/TT-NHNN,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định điều kiện, hồ sơ, thủ tục chấp thuận việc tổ chức lại ngân hàng thương mại, tổ chức tín dụng phi ngân hàng."
ENT_0176,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186888,62/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0177,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186888,62/2025/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0178,LinhVuc,"Thanh tra, giám sát ngân hàng",Cục An toàn hệ thống các tổ chức tín dụng,186888,62/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
ENT_0179,DoiTuongApDung,Tổ chức tín dụng là hợp tác xã,Tổ chức tín dụng là hợp tác xã,186888,62/2025/TT-NHNN,gemini,0.95,"1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
ENT_0180,DoiTuongApDung,Tổ chức tài chính vi mô,Tổ chức tài chính vi mô,186888,62/2025/TT-NHNN,gemini,0.95,2. Tổ chức tài chính vi mô.
ENT_0181,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",186888,62/2025/TT-NHNN,gemini,0.92,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
ENT_0182,LinhVuc,Ngân hàng,Ngân hàng,186888,62/2025/TT-NHNN,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô"
ENT_0183,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0184,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0185,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,gemini,0.98,"Điều 2. Đối tượng áp dụng
Thông tư này áp dụng đối với:
1. Ngân hàng thương mại."
ENT_0186,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
ENT_0187,DoiTuongApDung,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,Văn phòng đại diện nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,gemini,0.95,"Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài"
ENT_0188,LinhVuc,Ngân hàng,Ngân hàng,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,gemini,0.95,thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng
ENT_0189,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,185630,63/2025/TT-NHNN,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
ENT_0190,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,185630,63/2025/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
ENT_0191,LinhVuc,"Lao động, tiền lương, tiền công","Lao động, tiền lương, tiền công",185630,63/2025/TT-NHNN,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Lao động, tiền lương, tiền công'"
ENT_0192,DoiTuongApDung,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,185630,63/2025/TT-NHNN,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
