document_id,so_ky_hieu,entity,entity_type,source,method,confidence,evidence
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,"Tổ chức, cá nhân liên quan",DoiTuongApDung,content_clean,gemini,0.9,"các tổ chức, cá nhân liên quan chịu trách nhiệm thi hành Nghị định này"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,Chứng khoán,LinhVuc,content_clean,gemini,0.98,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
30402,202/2012/TT-BTC,Bộ Tài chính,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
30402,202/2012/TT-BTC,Trần Xuân Hà,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
30402,202/2012/TT-BTC,Quản lý dịch vụ tài chính và các quỹ tài chính,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Quản lý dịch vụ tài chính và các quỹ tài chính'
30402,202/2012/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.99,"Bộ trưởng Bộ Tài chính ban hành Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
30402,202/2012/TT-BTC,Trần Xuân Hà,NguoiKy,content_clean,gemini,0.99,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
Trần Xuân Hà"
30402,202/2012/TT-BTC,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",DoiTuongApDung,content_clean,gemini,0.95,"Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam."
30402,202/2012/TT-BTC,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam",DoiTuongApDung,content_clean,gemini,0.95,"Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung là doanh nghiệp kiểm toán)."
30402,202/2012/TT-BTC,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",DoiTuongApDung,content_clean,gemini,0.95,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
30402,202/2012/TT-BTC,Kế toán - Kiểm toán,LinhVuc,content_clean,gemini,0.95,"Thông tư hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
173460,57/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
173460,57/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
173460,57/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
173460,57/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
173460,57/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
173460,57/2024/TT-NHNN,Công ty tài chính tổng hợp,DoiTuongApDung,content_clean,gemini,0.95,1. Công ty tài chính tổng hợp.
173460,57/2024/TT-NHNN,Công ty tài chính chuyên ngành,DoiTuongApDung,content_clean,gemini,0.95,2. Công ty tài chính chuyên ngành.
173460,57/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",DoiTuongApDung,content_clean,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,57/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173460,57/2024/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
27257,44/2011/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
27257,44/2011/TT-NHNN,Trần Minh Tuấn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Minh Tuấn', chuc_danh='Phó Thống đốc'"
27257,44/2011/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
27257,44/2011/TT-NHNN,Trần Minh Tuấn,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
Trần Minh Tuấn"
27257,44/2011/TT-NHNN,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.98,1. Tổ chức tín dụng;
27257,44/2011/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài;
27257,44/2011/TT-NHNN,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
27257,44/2011/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
27257,44/2011/TT-NHNN,Kế toán - Kiểm toán,LinhVuc,content_clean,gemini,0.92,"Quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
143217,66/2020/TT-BTC,Bộ Tài chính,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
143217,66/2020/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.99,Bộ trưởng Bộ Tài chính ban hành Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
143217,66/2020/TT-BTC,Đỗ Hoàng Anh Tuấn,NguoiKy,content_clean,gemini,0.98,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Đỗ Hoàng Anh Tuấn"
143217,66/2020/TT-BTC,Các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,DoiTuongApDung,content_clean,gemini,0.95,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
143217,66/2020/TT-BTC,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP,DoiTuongApDung,content_clean,gemini,0.9,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
143217,66/2020/TT-BTC,Kế toán - Kiểm toán,LinhVuc,content_clean,gemini,0.95,Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp.
168859,29/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
168859,29/2024/TT-NHNN,Đào Minh Tú,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
168859,29/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
168859,29/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
168859,29/2024/TT-NHNN,Đào Minh Tú,NguoiKy,content_clean,gemini,0.99,kt. thống đốc PHÓ THỐNG ĐỐC Đào Minh Tú
168859,29/2024/TT-NHNN,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,0.98,1. Quỹ tín dụng nhân dân.
168859,29/2024/TT-NHNN,Ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,0.98,2. Ngân hàng hợp tác xã.
168859,29/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",DoiTuongApDung,content_clean,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
168859,29/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
168859,29/2024/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.9,Thông tư quy định về quỹ tín dụng nhân dân.
150974,08/2021/TT-BTC,Bộ Tài chính,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
150974,08/2021/TT-BTC,Tạ Anh Tuấn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Tạ Anh Tuấn', chuc_danh='Thứ trưởng'"
150974,08/2021/TT-BTC,"Kế toán, kiểm toán",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Kế toán, kiểm toán'"
150974,08/2021/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.99,"BỘ TÀI CHÍNH
CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM"
150974,08/2021/TT-BTC,Tạ Anh Tuấn,NguoiKy,content_clean,gemini,0.95,"Người ký hiện tại: Tạ Anh Tuấn
Chức danh hiện tại: Thứ trưởng"
150974,08/2021/TT-BTC,doanh nghiệp,DoiTuongApDung,content_clean,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,08/2021/TT-BTC,cơ quan nhà nước,DoiTuongApDung,content_clean,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,08/2021/TT-BTC,đơn vị sự nghiệp công lập,DoiTuongApDung,content_clean,gemini,0.95,"Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,08/2021/TT-BTC,tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ,DoiTuongApDung,content_clean,gemini,0.95,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này.
150974,08/2021/TT-BTC,"Kế toán, kiểm toán",LinhVuc,content_clean,gemini,0.98,"Lĩnh vực hiện tại: Kế toán, kiểm toán"
164719,22/2023/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
164719,22/2023/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc Ngân hàng Nhà nước Việt Nam'"
164719,22/2023/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
164719,22/2023/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
164719,22/2023/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
164719,22/2023/TT-NHNN,Ngân hàng,DoiTuongApDung,content_clean,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
164719,22/2023/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
164719,22/2023/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
164719,22/2023/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.92,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173695,56/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
173695,56/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
173695,56/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
173695,56/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
173695,56/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
173695,56/2024/TT-NHNN,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.98,1. Ngân hàng thương mại.
173695,56/2024/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài.
173695,56/2024/TT-NHNN,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",DoiTuongApDung,content_clean,gemini,0.98,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
173695,56/2024/TT-NHNN,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,0.95,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
173695,56/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173695,56/2024/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài."
186482,69/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
186482,69/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
186482,69/2025/TT-NHNN,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
186482,69/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186482,69/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
186482,69/2025/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,69/2025/TT-NHNN,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,69/2025/TT-NHNN,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,69/2025/TT-NHNN,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,69/2025/TT-NHNN,"Quản lý, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.95,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
186482,69/2025/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
112924,105/2016/TT-BTC,Bộ Tài chính,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Bộ Tài chính'
112924,105/2016/TT-BTC,Trần Xuân Hà,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Trần Xuân Hà', chuc_danh='Thứ trưởng'"
112924,105/2016/TT-BTC,Bộ Tài chính,CoQuan,content_clean,gemini,0.98,BỘ TÀI CHÍNH
112924,105/2016/TT-BTC,Trần Xuân Hà,NguoiKy,content_clean,gemini,0.98,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Trần Xuân Hà"
112924,105/2016/TT-BTC,Tổ chức kinh doanh chứng khoán,DoiTuongApDung,content_clean,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,Quỹ đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,Công ty đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,Doanh nghiệp kinh doanh bảo hiểm,DoiTuongApDung,content_clean,gemini,0.95,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm"
112924,105/2016/TT-BTC,"Các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",DoiTuongApDung,content_clean,gemini,0.92,"và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,105/2016/TT-BTC,Chứng khoán,LinhVuc,content_clean,gemini,0.95,"THÔNG TƯ HƯỚNG DẪN HOẠT ĐỘNG ĐẦU TƯ GIÁN TIẾP RA NƯỚC NGOÀI CỦA TỔ CHỨC KINH DOANH CHỨNG KHOÁN, QUỸ ĐẦU TƯ CHỨNG KHOÁN, CÔNG TY ĐẦU TƯ CHỨNG KHOÁN"
112924,105/2016/TT-BTC,Bảo hiểm,LinhVuc,content_clean,gemini,0.95,VÀ DOANH NGHIỆP KINH DOANH BẢO HIỂM
112924,105/2016/TT-BTC,Quản lý ngoại hối,LinhVuc,content_clean,gemini,0.9,Căn cứ Nghị định số 135/2015/NĐ-CP ngày 31 tháng 12 năm 2015 của Chính phủ quy định về đầu tư gián tiếp ra nước ngoài;
174218,62/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
174218,62/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
174218,62/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",LinhVuc,metadata_raw,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
174218,62/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
174218,62/2024/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
174218,62/2024/TT-NHNN,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.95,a) Ngân hàng thương mại;
174218,62/2024/TT-NHNN,Tổ chức tín dụng phi ngân hàng,DoiTuongApDung,content_clean,gemini,0.95,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
174218,62/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.92,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
174218,62/2024/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định điều kiện, hồ sơ, thủ tục chấp thuận việc tổ chức lại ngân hàng thương mại, tổ chức tín dụng phi ngân hàng."
186888,62/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
186888,62/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
186888,62/2025/TT-NHNN,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,metadata_raw,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
186888,62/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô."
186888,62/2025/TT-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.98,"PHÓ THỐNG ĐỐC
(Đã ký)
Đoàn Thái Sơn"
186888,62/2025/TT-NHNN,Tổ chức tín dụng là hợp tác xã,DoiTuongApDung,content_clean,gemini,0.95,"1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
186888,62/2025/TT-NHNN,Tổ chức tài chính vi mô,DoiTuongApDung,content_clean,gemini,0.95,2. Tổ chức tài chính vi mô.
186888,62/2025/TT-NHNN,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.92,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
186888,62/2025/TT-NHNN,Ngân hàng,LinhVuc,content_clean,gemini,0.95,"Quy định về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,metadata_raw,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Đoàn Thái Sơn,NguoiKy,metadata_raw,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.99,Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.99,"KT. THỐNG ĐỐC
PHÓ THỐNG ĐỐC
Đoàn Thái Sơn"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,0.98,"Điều 2. Đối tượng áp dụng
Thông tư này áp dụng đối với:
1. Ngân hàng thương mại."
