source,target,relationship_type,source_type,target_type,method,confidence,evidence
63/2025/TT-NHNN,32/2024/QH15,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
63/2025/TT-NHNN,96/2025/QH15,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
63/2025/TT-NHNN,32/2024/QH15,THAM_CHIEU,Document,Document,rule,0.95,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
63/2025/TT-NHNN,96/2025/QH15,THAM_CHIEU,Document,Document,rule,0.95,"Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15;"
63/2025/TT-NHNN,17/2023/QH15,THAM_CHIEU,Document,Document,rule,0.95,Căn cứ Luật Hợp tác xã số 17/2023/QH15;
63/2025/TT-NHNN,26/2025/NĐ-CP,THAM_CHIEU,Document,Document,rule,0.95,"Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
63/2025/TT-NHNN,29/2024/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN"
63/2025/TT-NHNN,01/2025/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP"
63/2025/TT-NHNN,10/2025/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN"
63/2025/TT-NHNN,08/2025/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của..."
63/2025/TT-NHNN,43/2015/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"...g 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt độn..."
63/2025/TT-NHNN,32/2024/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,...năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động ...
63/2025/TT-NHNN,08/2025/TT-NHNN,THAM_CHIEU,Document,Document,rule,0.95,"2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của..."
63/2025/TT-NHNN,43/2015/TT-NHNN,THAM_CHIEU,Document,Document,rule,0.95,"...g 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt độn..."
63/2025/TT-NHNN,29/2024/TT-NHNN,THAM_CHIEU,Document,Document,rule,0.95,"...ủa phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dâ..."
63/2025/TT-NHNN,32/2024/TT-NHNN,THAM_CHIEU,Document,Document,rule,0.95,...năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động ...
01/2014/TT-NHNN,27/2007/QĐ-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
01/2014/TT-NHNN,60/2006/QĐ-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN;"
01/2014/TT-NHNN,21/2011/TT-NHNN,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN."
46/2010/QH12,51/2001/QH10,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"Căn cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10;"
46/2010/QH12,51/2001/QH10,THAM_CHIEU,Document,Document,rule,0.95,"Căn cứ Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 1992 đã được sửa đổi, bổ sung một số điều theo Nghị quyết số 51/2001/QH10;"
46/2010/QH12,01/1997/QH10,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực."
46/2010/QH12,10/2003/QH11,SUA_DOI_BO_SUNG,Document,Document,rule,0.95,"2. Luật Ngân hàng Nhà nước Việt Nam số 01/1997/QH10 và Luật sửa đổi, bổ sung một số điều của Luật Ngân hàng Nhà nước Việt Nam số 10/2003/QH11 hết hiệu lực kể từ ngày Luật này có hiệu lực."
44/2011/TT-NHNN,62/2025/TT-NHNN,THAY_THE_BOI,Document,Document,rule_context,0.95,"2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
32/2024/QH15,Quốc hội,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
32/2024/QH15,Vương Đình Huệ,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Vương Đình Huệ', chuc_danh='Chủ tịch Quốc hội'"
32/2024/QH15,Tín dụng,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Tín dụng'
32/2024/QH15,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,1. Tổ chức tín dụng.
32/2024/QH15,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,2. Chi nhánh ngân hàng nước ngoài.
32/2024/QH15,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
32/2024/QH15,"Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"4. Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ (sau đây gọi là tổ chức mua bán, xử lý nợ)."
32/2024/QH15,"Cơ quan, tổ chức, cá nhân có liên quan đến việc thành lập, tổ chức, hoạt động, can thiệp sớm, kiểm soát đặc biệt, tổ chức lại, giải thể, phá sản tổ chức tín dụng; việc thành lập, tổ chức, hoạt động, can thiệp sớm, giải thể, chấm dứt hoạt động của chi nhánh ngân hàng nước ngoài; việc thành lập, hoạt động của văn phòng đại diện nước ngoài; việc xử lý nợ xấu, tài sản bảo đảm của khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, tổ chức mua bán, xử lý nợ",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"5. Cơ quan, tổ chức, cá nhân có liên quan đến việc thành lập, tổ chức, hoạt động, can thiệp sớm, kiểm soát đặc biệt, tổ chức lại, giải thể, phá sản tổ chức tín dụng; việc thành lập, tổ chức, hoạt động, can thiệp sớm, giải thể, chấm dứt hoạt động của chi nhánh ngân hàng nước ngoài; việc thành lập, hoạt động của văn phòng đại diện nước ngoài; việc xử lý nợ xấu, tài sản bảo đảm của khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, tổ chức mua bán, xử lý nợ."
32/2024/QH15,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,tổ chức nước ngoài khác có hoạt động ngân hàng
73/2016/NĐ-CP,Chính phủ,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
73/2016/NĐ-CP,Nguyễn Xuân Phúc,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
73/2016/NĐ-CP,Doanh nghiệp bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,a) Doanh nghiệp bảo hiểm;
73/2016/NĐ-CP,Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,b) Chi nhánh nước ngoài;
73/2016/NĐ-CP,Doanh nghiệp môi giới bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
73/2016/NĐ-CP,Đại lý bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"c) Doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm;"
73/2016/NĐ-CP,"Tổ chức, cá nhân có liên quan",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.9,"d) Các tổ chức, cá nhân khác có liên quan."
73/2016/NĐ-CP,Bảo hiểm,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.98,"Nghị định quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm"
37/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
37/2014/TT-NHNN,Đào Minh Tú,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
37/2014/TT-NHNN,Phát hành và kho quỹ,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Phát hành và kho quỹ'
37/2014/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước.
37/2014/TT-NHNN,Nhà máy in tiền Quốc gia,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,2. Nhà máy in tiền Quốc gia.
37/2014/TT-NHNN,"Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
67/2011/QH12,Quốc hội,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
67/2011/QH12,Nguyễn Phú Trọng,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Phú Trọng', chuc_danh='Chủ tịch Quốc hội'"
67/2011/QH12,Kiểm toán viên,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Kiểm toán viên hành nghề,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Doanh nghiệp kiểm toán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Đơn vị được kiểm toán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Tổ chức nghề nghiệp về kiểm toán,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,"Tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
67/2011/QH12,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.98,Luật Kiểm toán độc lập
46/2023/NĐ-CP,Chính phủ,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
46/2023/NĐ-CP,Lê Minh Khái,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Lê Minh Khái', chuc_danh='Phó Thủ tướng Chính phủ'"
46/2023/NĐ-CP,Bảo hiểm,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Bảo hiểm'
46/2023/NĐ-CP,Doanh nghiệp bảo hiểm phi nhân thọ,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
46/2023/NĐ-CP,Doanh nghiệp bảo hiểm nhân thọ,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
46/2023/NĐ-CP,Doanh nghiệp bảo hiểm sức khỏe,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe"
46/2023/NĐ-CP,Doanh nghiệp tái bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
46/2023/NĐ-CP,Đại lý bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
46/2023/NĐ-CP,Doanh nghiệp môi giới bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm"
46/2023/NĐ-CP,"Tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm"
46/2023/NĐ-CP,Tổ chức tương hỗ cung cấp bảo hiểm vi mô,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,tổ chức tương hỗ cung cấp bảo hiểm vi mô
46/2023/NĐ-CP,Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài"
46/2023/NĐ-CP,Chi nhánh doanh nghiệp tái bảo hiểm nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài, chi nhánh doanh nghiệp tái bảo hiểm nước ngoài"
46/2023/NĐ-CP,Văn phòng đại diện của tổ chức tín dụng nước ngoài tại Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)"
46/2023/NĐ-CP,Bên mua bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
46/2023/NĐ-CP,Người được bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
46/2023/NĐ-CP,Người thụ hưởng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"Bên mua bảo hiểm, người được bảo hiểm, người thụ hưởng"
46/2023/NĐ-CP,Cơ quan quản lý nhà nước về hoạt động kinh doanh bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,Cơ quan quản lý nhà nước về hoạt động kinh doanh bảo hiểm.
46/2023/NĐ-CP,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm.
156/2020/NĐ-CP,Chính phủ,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
156/2020/NĐ-CP,Nguyễn Xuân Phúc,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
156/2020/NĐ-CP,Chứng khoán,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Chứng khoán'
156/2020/NĐ-CP,"Tổ chức, cá nhân có liên quan",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,"Bộ trưởng Bộ Tài chính, Bộ trưởng, Thủ trưởng cơ quan ngang bộ, Thủ trưởng cơ quan thuộc Chính phủ, Chủ tịch Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương và các tổ chức, cá nhân liên quan chịu trách nhiệm thi hành Nghị định này."
156/2020/NĐ-CP,"Cá nhân, tổ chức bị xử phạt vi phạm hành chính",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.9,"ban hành trước ngày Nghị định này có hiệu lực thi hành mà cá nhân, tổ chức bị xử phạt vi phạm hành chính còn khiếu nại"
156/2020/NĐ-CP,Xử phạt vi phạm hành chính,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán
27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
27/2024/TT-NHNN,Đào Minh Tú,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
27/2024/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
27/2024/TT-NHNN,Ngân hàng hợp tác xã,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,1. Ngân hàng hợp tác xã.
27/2024/TT-NHNN,Quỹ tín dụng nhân dân,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,2. Quỹ tín dụng nhân dân.
27/2024/TT-NHNN,"Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
27/2024/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"hoạt động trong lĩnh vực ngân hàng với mục tiêu chủ yếu là liên kết, bảo đảm an toàn của hệ thống"
05/2019/NĐ-CP,Chính phủ,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Chính phủ'
05/2019/NĐ-CP,Nguyễn Xuân Phúc,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Xuân Phúc', chuc_danh='Thủ tướng'"
05/2019/NĐ-CP,Bộ Tài chính,BAN_HANH_BOI,Document,CoQuan,gemini,0.99,Theo đề nghị của Bộ trưởng Bộ Tài chính;
05/2019/NĐ-CP,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",BAN_HANH_BOI,Document,CoQuan,gemini,0.95,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương;"
05/2019/NĐ-CP,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,gemini,0.95,do Ngân hàng Nhà nước ban hành.
05/2019/NĐ-CP,"Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ;"
05/2019/NĐ-CP,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương;"
05/2019/NĐ-CP,Các đơn vị sự nghiệp công lập,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,c) Các đơn vị sự nghiệp công lập;
05/2019/NĐ-CP,Các doanh nghiệp,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,d) Các doanh nghiệp;
05/2019/NĐ-CP,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,3. Công tác kiểm toán nội bộ của tổ chức tín dụng thực hiện theo Luật các tổ chức tín dụng
05/2019/NĐ-CP,Ngân hàng Nhà nước,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,4. Công tác kiểm toán nội bộ của Ngân hàng Nhà nước thực hiện theo Luật Ngân hàng Nhà nước
05/2019/NĐ-CP,Kế toán - Kiểm toán,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,Chính phủ ban hành Nghị định về kiểm toán nội bộ.
43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
43/2024/TT-NHNN,Phạm Thanh Hà,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Phạm Thanh Hà', chuc_danh='Phó Thống đốc'"
43/2024/TT-NHNN,Quản lý ngoại hối,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Quản lý ngoại hối'
43/2024/TT-NHNN,Chánh Văn phòng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Chánh Văn phòng, Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước và Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm tổ chức thực hiện Thông tư này."
